#info,log_version="1.00",software_part_number="006-B2304-19",software_version="6.00",serial_number="4JQ014566"
UTC Date (yyyy-mm-dd),UTC Time (hh:mm:ss),GPS Fix Status,GPS Sats,Latitude (WGS84 deg),Longitude (WGS84 deg),GPS Altitude (WGS84 ft),GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GPS Ground Speed (kt),GPS Ground Track (deg true),Magnetic Heading (deg),Magnetic Variation (deg),Pressure Altitude (ft),Baro Setting (inch Hg),Baro Altitude (ft),Vertical Speed (fpm),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Turn Rate (deg/sec),Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
UTC Date,UTC Time,GPS Fix Status,GPS Sats,Latitude,Longitude,AltGPS,GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GndSpd,TRK,HDG,MagVar,AltMSL,Baro Setting (inch Hg),AltB,VSpd,IAS,TAS,Pitch,Roll,Turn Rate,Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
2019-05-09,15:37:32,,,,,,,,,,,,,174.1,,1463,30.05,1582,+30,2.4,,+3.20,+-0.45,+-0.09,+-0.06,+-0.023,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N97,13,00000004,100
2019-05-09,15:37:33,,,,,,,,,,,,,174.1,,1463,30.05,1582,+11,1.3,,+3.22,+-0.43,+-0.09,+-0.06,+-0.011,+0.997,142,,,,,,,,,,,,,,,080197FF N100 N97,13,00000004,100
2019-05-09,15:37:34,,,,,,,,,,,,,174.0,,1463,30.05,1582,+2,0.0,,+3.19,+-0.43,+-0.11,+-0.07,+-0.021,+1.009,142,,,,,,,,,,,,,,,080197FF N100 N96,13,00000004,100
2019-05-09,15:37:35,,,,,,,,,,,,,173.9,,1463,30.05,1582,+15,0.0,,+3.17,+-0.43,+-0.08,+-0.06,+-0.003,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N95,13,00000004,100
2019-05-09,15:37:36,,,,,,,,,,,,,173.9,,1464,30.05,1583,+2,0.0,,+3.16,+-0.43,+-0.10,+-0.06,+-0.000,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N94,13,00000004,100
2019-05-09,15:37:37,,,,,,,,,,,,,173.8,,1464,30.05,1582,+-16,0.0,,+3.14,+-0.44,+-0.10,+-0.07,+-0.010,+0.991,142,,,,,,,,,,,,,,,080197FF N100 N93,14,00000004,100
2019-05-09,15:37:38,,,,,,,,,,,,,173.8,,1463,30.05,1582,+-27,0.0,,+3.14,+-0.44,+-0.10,+-0.07,+-0.005,+1.012,142,,,,,,,,,,,,,,,080197FF N100 N92,14,00000004,100
2019-05-09,15:37:39,,,,,,,,,,,,,173.7,,1463,30.05,1582,+-7,0.0,,+3.10,+-0.42,+-0.08,+-0.06,+0.000,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N90,14,00000004,100
2019-05-09,15:37:40,,,,,,,,,,,,,173.7,,1463,30.05,1582,+-1,0.0,,+3.09,+-0.41,+-0.11,+-0.07,+-0.010,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N89,14,00000004,100
2019-05-09,15:37:41,,,,,,,,,,,,,173.6,,1463,30.05,1582,+-13,0.1,,+3.09,+-0.42,+-0.10,+-0.06,+0.006,+1.017,142,,,,,,,,,,,,,,,080197FF N100 N88,14,00000004,100
2019-05-09,15:37:42,,,,,,,,,,,,,173.5,,1463,30.05,1581,+-11,0.0,,+3.08,+-0.41,+-0.13,+-0.06,+-0.014,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N87,14,00000004,100
2019-05-09,15:37:43,,,,,,,,,,,,,173.6,,1463,30.05,1582,+37,0.7,,+3.09,+-0.41,+-0.09,+-0.06,+0.008,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N86,14,00000004,100
2019-05-09,15:37:44,,,,,,,,,,,,,173.7,,1464,30.05,1582,+-1,1.1,,+3.08,+-0.43,+-0.09,+-0.06,+-0.014,+0.990,142,,,,,,,,,,,,,,,080197FF N100 N85,14,00000004,100
2019-05-09,15:37:45,,,,,,,,,,,,,173.8,,1463,30.05,1582,+-25,1.4,,+3.08,+-0.42,+-0.10,+-0.06,+0.007,+1.015,142,,,,,,,,,,,,,,,080197FF N100 N84,14,00000004,100
2019-05-09,15:37:46,,,,,,,,,,,,,173.9,,1463,30.05,1582,+22,2.3,,+3.08,+-0.44,+-0.09,+-0.06,+-0.018,+0.994,142,,,,,,,,,,,,,,,080197FF N100 N83,14,00000004,100
2019-05-09,15:37:47,,,,,,,,,,,,,174.0,,1463,30.05,1582,+-1,3.2,,+3.06,+-0.44,+-0.10,+-0.06,+0.004,+1.013,142,,,,,,,,,,,,,,,080197FF N100 N82,14,00000004,100
2019-05-09,15:37:48,,,,,,,,,,,,,174.1,,1463,30.05,1582,+-9,2.5,,+3.06,+-0.43,+-0.10,+-0.06,+-0.016,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N82,14,00000004,100
2019-05-09,15:37:49,,,,,,,,,,,,,174.3,,1463,30.05,1582,+0,2.4,,+3.04,+-0.43,+-0.09,+-0.06,+-0.001,+1.019,142,,,,,,,,,,,,,,,080197FF N100 N81,14,00000004,100
2019-05-09,15:37:50,,,,,,,,,,,,,174.4,,1463,30.05,1582,+20,3.8,,+3.04,+-0.43,+-0.08,+-0.06,+-0.016,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N81,14,00000004,100
2019-05-09,15:37:51,,,,,,,,,,,,,174.5,,1463,30.05,1582,+-27,4.8,,+3.02,+-0.42,+-0.12,+-0.06,+-0.003,+0.991,142,,,,,,,,,,,,,,,080197FF N100 N80,14,00000004,100
2019-05-09,15:37:52,,,,,,,,,,,,,174.6,,1463,30.05,1582,+18,5.4,,+3.02,+-0.43,+-0.12,+-0.06,+-0.013,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N79,14,00000004,100
2019-05-09,15:37:53,,,,,,,,,,,,,174.7,,1463,30.05,1582,+-1,6.7,,+3.01,+-0.43,+-0.10,+-0.06,+-0.007,+0.994,142,,,,,,,,,,,,,,,080197FF N100 N78,14,00000004,100
2019-05-09,15:37:54,,,,,,,,,,,,,174.9,,1463,30.05,1582,+-5,5.3,,+3.02,+-0.43,+-0.08,+-0.06,+0.005,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N78,14,00000004,100
2019-05-09,15:37:55,,,,,,,,,,,,,175.0,,1463,30.05,1582,+10,5.1,,+3.01,+-0.43,+-0.11,+-0.06,+-0.012,+0.995,142,,,,,,,,,,,,,,,080197FF N100 N77,14,00000004,100
2019-05-09,15:37:56,,,,,,,,,,,,,175.1,,1463,30.05,1582,+-1,4.7,,+3.01,+-0.43,+-0.06,+-0.06,+0.005,+1.021,142,,,,,,,,,,,,,,,080197FF N100 N76,14,00000004,100
2019-05-09,15:37:57,,,,,,,,,,,,,175.2,,1464,30.05,1582,+29,4.9,,+3.00,+-0.43,+-0.12,+-0.06,+-0.012,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N76,14,00000004,100
2019-05-09,15:37:58,,,,,,,,,,,,,175.3,,1464,30.05,1583,+1,4.5,,+2.98,+-0.44,+-0.11,+-0.06,+-0.000,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N75,14,00000004,100
2019-05-09,15:37:59,,,,,,,,,,,,,175.4,,1464,30.05,1583,+2,3.6,,+2.96,+-0.45,+-0.11,+-0.06,+-0.003,+1.010,142,,,,,,,,,,,,,,,080197FF N100 N75,14,00000004,100
2019-05-09,15:38:00,,,,,,,,,,,,,175.5,,1464,30.05,1583,+-21,2.5,,+2.95,+-0.45,+-0.10,+-0.07,+-0.021,+0.997,142,,,,,,,,,,,,,,,080197FF N100 N74,14,00000004,100
2019-05-09,15:38:01,,,,,,,,,,,,,175.7,,1464,30.05,1583,+-4,0.8,,+2.96,+-0.44,+-0.07,+-0.06,+0.000,+1.012,142,,,,,,,,,,,,,,,080197FF N100 N75,14,00000004,100
2019-05-09,15:38:02,,,,,,,,,,,,,175.7,,1464,30.05,1582,+-9,0.6,,+2.97,+-0.44,+-0.11,+-0.07,+-0.024,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N79,14,00000004,100
2019-05-09,15:38:03,,,,,,,,,,,,,175.9,,1463,30.05,1582,+2,0.2,,+2.96,+-0.44,+-0.09,+-0.07,+-0.011,+1.002,142,,,,,,,,,,,,,,,080197FF N100 N82,14,00000004,100
2019-05-09,15:38:04,,,,,,,,,,,,,176.0,,1463,30.05,1582,+-4,0.4,,+2.96,+-0.45,+-0.10,+-0.07,+-0.017,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N86,14,00000004,100
2019-05-09,15:38:05,,,,,,,,,,,,,176.0,,1463,30.05,1582,+-0,1.6,,+2.93,+-0.44,+-0.10,+-0.06,+-0.023,+0.989,142,,,,,,,,,,,,,,,080197FF N100 N88,14,00000004,100
2019-05-09,15:38:06,,,,,,,,,,,,,176.0,,1463,30.05,1582,+-15,1.6,,+2.77,+-0.44,+-0.10,+-0.06,+-0.001,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N91,14,00000004,100
2019-05-09,15:38:07,,,,,,,,,,,,,175.9,,1463,30.05,1582,+-4,1.4,,+2.77,+-0.42,+-0.11,+-0.06,+-0.009,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N94,14,00000004,100
2019-05-09,15:38:08,,,,,,,,,,,,,175.8,,1463,30.05,1582,+-12,1.1,,+2.77,+-0.41,+-0.11,+-0.06,+-0.015,+0.991,142,,,,,,,,,,,,,,,080197FF N100 N94,14,00000004,100
2019-05-09,15:38:09,,,,,,,,,,,,,175.8,,1463,30.05,1582,+6,1.6,,+2.81,+-0.41,+-0.10,+-0.06,+-0.004,+0.996,142,,,,,,,,,,,,,,,080197FF N100 N93,14,00000004,100
2019-05-09,15:38:10,,,,,,,,,,,,,175.7,,1463,30.05,1582,+30,2.7,,+2.79,+-0.42,+-0.10,+-0.06,+0.008,+1.010,142,,,,,,,,,,,,,,,080197FF N100 N93,14,00000004,100
2019-05-09,15:38:11,,,,,,,,,,,,,175.7,,1464,30.15,1675,+11,3.0,,+2.80,+-0.42,+-0.07,+-0.06,+-0.012,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N92,14,00000004,100
2019-05-09,15:38:12,,,,,,,,,,,,,175.6,,1464,29.81,1361,+-10,4.1,,+2.78,+-0.41,+-0.09,+-0.06,+-0.015,+0.989,142,,,,,,,,,,,,,,,080197FF N100 N92,14,00000004,100
2019-05-09,15:38:13,,,,,,,,,,,,,175.6,,1464,29.66,1221,+-2,3.6,,+2.81,+-0.41,+-0.09,+-0.06,+0.002,+1.020,142,,,,,,,,,,,,,,,080197FF N100 N91,14,00000004,100
2019-05-09,15:38:14,,,,,,,,,,,,,175.5,,1464,29.63,1193,+13,3.5,,+2.81,+-0.42,+-0.10,+-0.06,+-0.005,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N91,14,00000004,100
2019-05-09,15:38:15,,,,,,,,,,,,,175.4,,1464,29.63,1193,+-18,3.5,,+2.80,+-0.42,+-0.09,+-0.06,+-0.016,+0.998,142,,,,,,,,,,,,,,,080197FF N100 N91,14,00000004,100
2019-05-09,15:38:16,,,,,,,,,,,,,175.4,,1463,29.63,1193,+-35,3.0,,+2.79,+-0.42,+-0.10,+-0.06,+0.005,+1.008,142,,,,,,,,,,,,,,,080197FF N100 N95,14,00000004,100
2019-05-09,15:38:17,,,,,,,,,,,,,175.4,,1463,29.63,1192,+-28,2.2,,+2.82,+-0.42,+-0.09,+-0.06,+-0.010,+0.996,142,,,,,,,,,,,,,,,080197FF N100 N98,14,00000004,100
2019-05-09,15:38:18,,,,,,,,,,,,,175.3,,1463,29.63,1192,+-3,1.6,,+2.84,+-0.43,+-0.10,+-0.06,+0.004,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:19,,,,,,,,,,,,,175.3,,1463,29.63,1192,+-13,2.2,,+2.84,+-0.45,+-0.09,+-0.06,+-0.011,+1.011,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:20,,,,,,,,,,,,,175.2,,1463,29.63,1192,+27,2.0,,+2.81,+-0.45,+-0.09,+-0.06,+-0.016,+0.992,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:21,,,,,,,,,,,,,175.2,,1463,29.63,1193,+-7,2.5,,+2.81,+-0.45,+-0.08,+-0.06,+0.004,+1.003,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:22,,,,,,,,,,,,,175.1,,1463,29.63,1193,+22,2.4,,+2.81,+-0.44,+-0.10,+-0.07,+-0.016,+0.991,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:23,,,,,,,,,,,,,175.1,,1463,29.63,1193,+13,2.0,,+2.81,+-0.43,+-0.09,+-0.06,+-0.001,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N100,14,00000004,100
2019-05-09,15:38:24,,,,,,,,,,,,,175.0,,1463,29.63,1193,+-0,2.0,,+2.81,+-0.42,+-0.11,+-0.06,+-0.008,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:25,,,,,,,,,,,,,175.0,,1463,29.63,1193,+-4,2.8,,+2.80,+-0.42,+-0.10,+-0.06,+-0.012,+0.992,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:26,,,,,,,,,,,,,174.9,,1463,29.63,1193,+2,2.6,,+2.82,+-0.43,+-0.09,+-0.06,+-0.000,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:27,,,,,,,,,,,,,174.9,,1463,29.63,1193,+4,3.1,,+2.82,+-0.41,+-0.08,+-0.06,+-0.012,+1.008,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:28,,,,,,,,,,,,,174.8,,1463,29.63,1193,+-6,3.5,,+2.84,+-0.42,+-0.07,+-0.06,+-0.004,+1.000,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:29,,,,,,,,,,,,,174.8,,1463,29.63,1193,+-3,4.1,,+2.83,+-0.42,+-0.09,+-0.06,+-0.003,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N100,15,00000004,100
2019-05-09,15:38:30,,,,,,,,,,,,,174.8,,1463,29.63,1193,+-1,4.0,,+2.82,+-0.42,+-0.09,+-0.06,+-0.017,+1.006,142,,,,,,,,,,,,,,,080197FF N100 N99,15,00000004,100
2019-05-09,15:38:31,,,,,,,,,,,,,174.7,,1463,29.63,1193,+-14,5.5,,+2.81,+-0.43,+-0.09,+-0.06,+-0.003,+1.004,142,,,,,,,,,,,,,,,080197FF N100 N98,15,00000004,100
2019-05-09,15:38:32,,,,,,,,,,,,,174.7,,1463,29.63,1193,+-4,5.7,,+2.81,+-0.42,+-0.07,+-0.06,+0.000,+1.008,142,,,,,,,,,,,,,,,080197FF N100 N97,15,00000004,100
2019-05-09,15:38:33,,,,,,,,,,,,,174.6,,1463,29.63,1193,+-28,5.3,,+2.81,+-0.41,+-0.09,+-0.06,+-0.014,+1.006,142,,,,,,,,,,,,,,,080197FF N100 N97,15,00000004,100
2019-05-09,15:38:34,,,,,,,,,,,,,174.6,,1463,29.63,1192,+-9,3.0,,+2.82,+-0.41,+-0.12,+-0.07,+-0.020,+0.994,142,,,,,,,,,,,,,,,080197FF N100 N96,15,00000004,100
2019-05-09,15:38:35,,,,,,,,,,,,,174.5,,1463,29.63,1192,+-12,1.2,,+2.81,+-0.42,+-0.08,+-0.06,+0.008,+1.014,142,,,,,,,,,,,,,,,080197FF N100 N96,15,00000004,100
2019-05-09,15:38:36,,,,,,,,,,,,,174.5,,1462,29.63,1192,+-14,0.0,,+2.79,+-0.42,+-0.09,+-0.07,+-0.011,+1.006,142,,,,,,,,,,,,,,,080197FF N100 N95,15,00000004,100
2019-05-09,15:38:37,,,,,,,,,,,,,174.4,,1462,29.63,1192,+13,0.0,,+2.80,+-0.42,+-0.10,+-0.06,+-0.016,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N94,15,00000004,100
2019-05-09,15:38:38,,,,,,,,,,,,,174.4,,1463,29.63,1192,+-10,0.1,,+2.77,+-0.41,+-0.07,+-0.06,+0.003,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N93,15,00000004,100
2019-05-09,15:38:39,,,,,,,,,,,,,174.4,,1463,29.63,1192,+-3,0.0,,+2.77,+-0.41,+-0.07,+-0.06,+-0.002,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N92,15,00000004,100
2019-05-09,15:38:40,,,,,,,,,,,,,174.3,,1463,29.63,1192,+11,0.1,,+2.79,+-0.41,+-0.09,+-0.07,+-0.018,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N91,15,00000004,100
2019-05-09,15:38:41,,,,,,,,,,,,,174.3,,1463,29.63,1192,+13,0.2,,+2.79,+-0.41,+-0.09,+-0.06,+-0.006,+0.995,142,,,,,,,,,,,,,,,080197FF N100 N90,15,00000004,100
2019-05-09,15:38:42,,,,,,,,,,,,,174.2,,1463,29.63,1192,+-3,1.0,,+2.78,+-0.41,+-0.09,+-0.06,+0.005,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N89,15,00000004,100
2019-05-09,15:38:43,,,,,,,,,,,,,174.2,,1463,29.63,1192,+10,1.0,,+2.79,+-0.41,+-0.09,+-0.06,+-0.005,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N88,15,00000004,100
2019-05-09,15:38:44,,,,,,,,,,,,,174.2,,1463,29.63,1192,+2,0.8,,+2.80,+-0.39,+-0.07,+-0.06,+-0.014,+0.999,142,,,,,,,,,,,,,,,080197FF N100 N86,15,00000004,100
2019-05-09,15:38:45,,,,,,,,,,,,,174.2,,1463,29.63,1192,+-1,0.8,,+2.79,+-0.40,+-0.09,+-0.06,+-0.007,+0.994,142,,,,,,,,,,,,,,,080197FF N100 N85,15,00000004,100
2019-05-09,15:38:46,,,,,,,,,,,,,174.3,,1463,29.63,1192,+-5,0.8,,+2.78,+-0.40,+-0.10,+-0.06,+0.006,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N84,15,00000004,100
2019-05-09,15:38:47,,,,,,,,,,,,,174.5,,1463,29.63,1192,+10,0.9,,+2.79,+-0.40,+-0.08,+-0.06,+-0.013,+1.005,142,,,,,,,,,,,,,,,080197FF N100 N83,15,00000004,100
2019-05-09,15:38:48,,,,,,,,,,,,,174.6,,1463,29.63,1192,+-3,1.1,,+2.78,+-0.40,+-0.07,+-0.07,+-0.013,+0.992,142,,,,,,,,,,,,,,,080197FF N100 N82,15,00000004,100
2019-05-09,15:38:49,,,,,,,,,,,,,174.7,,1463,29.63,1192,+26,1.4,,+2.74,+-0.40,+-0.09,+-0.06,+-0.008,+1.006,142,,,,,,,,,,,,,,,080197FF N100 N81,15,00000004,100
2019-05-09,15:38:50,,,,,,,,,,,,,174.9,,1463,29.63,1193,+12,2.3,,+2.75,+-0.40,+-0.07,+-0.06,+-0.010,+1.001,142,,,,,,,,,,,,,,,080197FF N100 N80,15,00000004,100
2019-05-09,15:38:51,,,,,,,,,,,,,175.0,,1463,29.63,1193,+-10,3.2,,+2.76,+-0.41,+-0.10,+-0.06,+-0.014,+1.007,142,,,,,,,,,,,,,,,080197FF N100 N80,15,00000004,100
2019-05-09,15:38:52,,,,,,,,,,,,,175.1,,1463,29.63,1193,+-2,2.7,,+2.75,+-0.43,+-0.09,+-0.06,+-0.011,+0.990,142,,,,,,,,,,,,,,,080197FF N100 N79,15,00000004,100
2019-05-09,15:38:53,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.2,,1463,29.63,1192,+-25,1.9,,+2.73,+-0.43,+-0.09,+-0.06,+0.007,+1.009,142,,,,,GPS,,,-0.47,-0.50,,,,,,080197FF N100 N78,15,00000004,100
2019-05-09,15:38:54,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.4,0.0,1463,29.63,1192,+5,1.2,,+2.74,+-0.42,+-0.09,+-0.06,+-0.006,+1.009,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N78,15,00000004,100
2019-05-09,15:38:55,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.5,0.0,1463,29.63,1192,+6,1.7,,+2.75,+-0.42,+-0.11,+-0.06,+-0.014,+0.998,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N77,15,00000004,100
2019-05-09,15:38:56,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.6,0.0,1463,29.63,1192,+6,1.4,,+2.76,+-0.42,+-0.12,+-0.06,+-0.006,+1.000,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N77,15,00000004,100
2019-05-09,15:38:57,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.7,0.0,1463,29.63,1192,+21,1.5,,+2.77,+-0.42,+-0.09,+-0.06,+0.005,+1.004,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N76,15,00000004,100
2019-05-09,15:38:58,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,175.9,0.0,1463,29.63,1193,+21,1.2,,+2.78,+-0.41,+-0.09,+-0.06,+-0.008,+1.008,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N76,15,00000004,100
2019-05-09,15:38:59,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,176.0,0.0,1464,29.63,1193,+-0,1.2,,+2.74,+-0.41,+-0.10,+-0.07,+-0.019,+1.002,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N76,15,00000004,100
2019-05-09,15:39:00,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,176.1,0.0,1463,29.63,1193,+-5,0.5,,+2.76,+-0.41,+-0.08,+-0.06,+-0.005,+1.004,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N79,15,00000004,100
2019-05-09,15:39:01,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,176.2,0.0,1463,29.63,1193,+-6,0.0,,+2.77,+-0.42,+-0.08,+-0.06,+0.000,+1.005,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N83,15,00000004,100
2019-05-09,15:39:02,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,176.3,0.0,1463,29.63,1192,+-5,0.6,,+2.77,+-0.42,+-0.11,+-0.06,+-0.013,+1.004,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N86,15,00000004,100
2019-05-09,15:39:03,,,+39.0675545,-94.8976746,3500,,,,,,150.0,135,176.2,0.0,1463,29.63,1193,+14,2.3,,+2.76,+-0.42,+-0.10,+-0.06,+-0.008,+0.995,142,,,,,GPS,150,,-0.47,-0.50,,,,,,080197FF N100 N90,15,00000004,100
2019-05-09,15:39:04,,,+39.0675545,-94.8976746,3409,,,,,,133.0,,176.2,0.0,1464,29.63,1193,+-1,4.0,,+2.77,+-0.42,+-0.11,+-0.06,+0.005,+1.000,142,,,,,GPS,,,,,,,,,,080197FF N100 N94,15,00000004,100
2019-05-09,15:39:05,3D (nav),6,+44.9295387,-89.6314087,1959,3.0,3.0,+0.0,+0.0,+0.0,18.0,,176.2,-2.9,1463,29.63,1193,+-20,3.0,,+2.77,+-0.42,+-0.08,+-0.06,+0.003,+1.000,142,,,,,GPS,,,,,,,,,,680197FF N100 N97,15,00000004,100
2019-05-09,15:39:06,3D (nav),7,+44.9295387,-89.6314011,1406,2.5,2.5,+0.0,+0.0,-0.0,2.4,,176.1,-2.9,1463,29.63,1192,+-11,3.4,,+2.76,+-0.41,+-0.10,+-0.06,+-0.016,+1.009,142,,,,,GPS,,,,,,,,,,680117FF N100 N99,15,00000004,100
2019-05-09,15:39:07,3D (nav),7,+44.9295387,-89.6314011,1203,2.5,2.5,+0.0,+0.0,+0.0,0.3,,176.0,-2.9,1463,29.63,1192,+8,2.8,,+2.77,+-0.43,+-0.12,+-0.06,+-0.015,+0.998,142,,,,,GPS,,,,,,,,,,680117FF N100 N98,15,00000004,100
2019-05-09,15:39:08,3D (nav),7,+44.9295387,-89.6314087,1127,2.5,2.5,+0.0,+0.0,+0.0,0.0,,176.0,-2.9,1463,29.63,1192,+-0,3.2,,+2.76,+-0.44,+-0.09,+-0.06,+-0.009,+0.996,142,,,,,GPS,,,,,,,,,,680117FF N100 N98,15,00000004,100
2019-05-09,15:39:09,3D (nav),7,+44.9295387,-89.6314087,1099,2.5,2.5,+0.0,+0.0,-0.0,0.0,,176.0,-2.9,1463,29.63,1192,+16,2.4,,+2.78,+-0.43,+-0.08,+-0.06,+-0.005,+1.010,142,,,,,GPS,,,,,,,,,,680117FF N100 N97,15,00000004,100
2019-05-09,15:39:10,3D (nav),7,+44.9295387,-89.6314011,1089,2.5,2.5,+0.0,+0.0,+0.0,0.0,,175.9,-2.9,1463,29.63,1193,+-1,1.9,,+2.76,+-0.45,+-0.08,+-0.07,+-0.021,+1.005,142,,,,,GPS,,,,,,,,,,680117FF N100 N97,15,00000004,100
2019-05-09,15:39:11,3D (nav),7,+44.9295387,-89.6314011,1085,2.5,2.5,+0.0,+0.0,+0.0,0.0,,175.9,-2.9,1463,29.63,1193,+13,1.8,,+2.77,+-0.45,+-0.09,+-0.07,+-0.014,+1.000,142,,,,,GPS,,,,,,,,,,680117FF N100 N96,15,00000004,100
2019-05-09,15:39:12,3D (nav),7,+44.9295387,-89.6314011,1084,2.5,2.5,+0.0,+0.0,+0.0,0.0,,175.8,-2.9,1463,29.63,1193,+-3,1.1,,+2.77,+-0.47,+-0.09,+-0.06,+-0.017,+0.990,142,,,,,GPS,,,,,,,,,,680117FF N100 N96,15,00000004,100
2019-05-09,15:39:13,3D (nav),7,+44.9295387,-89.6314011,1083,2.5,2.5,+0.0,+0.0,+0.0,0.0,,175.8,-2.9,1463,29.63,1193,+-8,0.6,,+2.76,+-0.48,+-0.09,+-0.06,+0.004,+1.004,142,,,,,GPS,,,,,,,,,,680117FF N100 N100,15,00000004,100
2019-05-09,15:39:14,3D (nav),7,+44.9295425,-89.6314011,1082,2.5,2.5,+0.0,+0.0,-0.0,0.0,,175.7,-2.9,1463,29.63,1193,+-1,0.0,,+2.74,+-0.48,+-0.08,+-0.06,+0.004,+1.004,142,,,,,GPS,,,,,,,,,,680117FF N100 N100,16,00000004,100
2019-05-09,15:39:15,3D (nav),7,+44.9295425,-89.6314011,1082,2.5,2.5,-0.0,+0.0,-0.0,0.0,,175.7,-2.9,1463,29.63,1193,+6,0.5,,+2.75,+-0.48,+-0.08,+-0.07,+-0.011,+1.008,142,,,,,GPS,,,,,,,,,,680117FF N100 N100,16,00000004,100
